label,text,source
smish,গ্রামীণফোন থেকে বার্তা: আপনার অ্যাকাউন্টে অননুমোদিত কার্যক্রম। gp-securebd24.org এ যাচাই করুন।,Bengali
smish,iPhone 15 জেতার সুযোগ! কুইজ খেলে জিতুন এখনই। ক্লিক: https://cutt.ly/jeo;,Bengali
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ৩০,৪৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ১৮ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.daffodil.edu.bd/ লগইন করুন। (Daffodil)",Bengali
normal,"কি খবর, হ্যালো?",Bengali
promo,Sundarban Courier অনলাইন বুকিং করলে পাচ্ছেন ১০% ক্যাশব্যাক। নিরাপদে প্যাকেজ পাঠাতে আজই চেষ্টা করুন।,Bengali
normal,কেমন আছো আপনি?,Bengali
promo,বোনাস সহ ২জিবি-৪০টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo,Bengali
smish,"ফুটবলে বাজি ধরুন এবং ৫,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: phlebolog.com.ua/libraries/joomla/results.php",Bengali
promo,"উম্মাহ সপ থেকে যে কোনো ধরনের কেনাকাটা করলে পাচ্ছেন ২০% পর্যন্ত বোনাস,  ফারিদপুর সদর।",Bengali
normal,০১৭২৯১৭৩৮৯২ নাম্বারে রকেটে টাকা পাঠাও।,Bengali
normal,"সময় কম তাড়াতাড়ি টাকা পাঠাও,  আমি চলে যাবো, আমার বিকাশ ০১৭২৮২৮৮২৯২",Bengali
normal,"আম্মু, আমি অফিস থেকে সবজি কিনে নিয়ে আসবো। লিস্ট পাঠান।",Bengali
smish,ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি গাড়ি জিতুন! আজই যোগ দিন: phlebolog.com.ua/libraries/joomla/results.php,Bengali
promo,এপ্রিলে ৫জিবি ডাটা use করে মে মাসে পাবে lowest কলরেট- cutt.ly/0AA4sic,Bengali
normal,আসসালামুয়ালাইকুম।,Bengali
promo,Shohoz Food App-এ আজ সব অর্ডারে ২০% ছাড়। কোড: SHOHOZ20 ব্যবহার করুন।,Bengali
smish,আপনার একাউন্ট হ্যাক হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৬৫৪৩২।,Bengali
smish,"এখনই খেলুন, জিতে নিন ৫টি স্মার্টফোন! সুযোগ হাতছাড়া করবেন না, ক্লিক করুন: https://cutt.ly/Deo ; ট্যাক্সসহ চার্জ ২.৭৮ টাকা/দিন।",Bengali
smish,"২০০ টাকা বিনামূল্যে বোনাস!
৫০০০টাকা জেতার সুযোগ।
https://cutt.ly/JiliG",Bengali
promo,"GP গ্রাহকরা আজ পাচ্ছেন ৩ জিবি মাত্র ৪৯ টাকা, বৈধতা ৩ দিন। *121*49# ডায়াল করুন। অফার আজ রাত পর্যন্ত।",Bengali
promo,Robi Music App সাবস্ক্রিপশন ৩০ দিনের জন্য মাত্র ৩৯ টাকা। গান শুনুন সীমাহীন।,Bengali
promo,"২০জিবি @৩০৯৳ ৩০দিন,মন মতো বানিয়ে নাও ডাটা মিক্সারে- cutt.ly/HwFKsbAy",Bengali
promo,সীমিত সময়ের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo,Bengali
smish,"২,০০,০০০ টাকা বিনিয়োগে ৪,০০,০০০ টাকা অর্জন করুন! কল করুন: +8801710900912",Bengali
normal,আজ তোমার স্কুলের কী কাজ হয়েছে?,Bengali
normal,বিদ্যুতের চালার প্রয়োগ করা হয়।,Bengali
normal,আজ সকালে হালকা ব্যায়াম করলাম। শরীরটা ফ্রেশ লাগছে। প্রতিদিন নিয়মিত করলে আরও ভালো লাগবে।,Bengali
normal,আজকে ফেসবুকে একটা দারুণ মজার ভিডিও দেখেছি। পরে তোমাকে শেয়ার করবো।,Bengali
normal,আশা করি তোমার সফলতা হোক!,Bengali
smish,"হ্যালো, ট্র্যাকিং কোড Dz-8342-FY344 সহ আপনার FEDEX প্যাকেজ আপনার ডেলিভারি পছন্দ সেট করার জন্য অপেক্ষা করছে: c4info/Gm0843vz1",Bengali
smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801815566778,Bengali
promo,Daraz Electronics Fair! ল্যাপটপ ও গ্যাজেট কিনলে ৩০% ডিসকাউন্ট।,Bengali
promo,"প্রো-লেভেল আড্ডা+ইন্টারনেটিং-১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF",Bengali
promo,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৮",Bengali
smish,আপনি একটি গুরুত্বপূর্ণ নোটিফিকেশন পেয়েছেন। এটি দেখতে এখানে ক্লিক করুন: [notifyme.org/ImportantBD],Bengali
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: +8801818899001,Bengali
normal,০১৬৭২৫৭৩৮৫১ নাম্বারে বিকাশ করুন।,Bengali
normal,আজকে বাসে বসে বই পড়ছিলাম। ভীষণ ভালো লাগছিলো।,Bengali
smish,শাকিবের সই করা গ্লাভস জিততে আইপিএলে বাজি ধরুন। এখনই ক্লিক করুন: promusic.co/components/interbank.com/,Bengali
promo,Daraz Big Sale—ইলেকট্রনিক্সে ৫০% পর্যন্ত ছাড়। আজ রাত ১২টা পর্যন্ত।,Bengali
smish,"১০,০০০ টাকা বিনিয়োগে ৩০,০০০ টাকা অর্জন করুন! কল করুন: +8801711011123",Bengali
smish,"প্রিয় গ্রাহক, সন্দেহজনক লেনদেনের কারণে আপনার একাউন্ট সাময়িক ভাবে বন্ধ করা হয়েছে।বাংলাদেশ ব্যাংক এর নিতীমালা অনুসারে সঠিক তথ্যের ভিত্তিতে পুনরায় সচল করে দাওয়া হবে। একজন ম্যানেজার আপনাকে কল দেবে ( ...... )",Bengali
smish,সতর্কতা! আপনার City Bank অ্যাকাউন্টে সন্দেহজনক লেনদেন। তাৎক্ষণিক কল করুন: ০১৭৭৮৮৯৯০০০,Bengali
promo,Shohoz Rides আজ সব রাইডে ২০% ডিসকাউন্ট দিচ্ছে। নিরাপদ ভ্রমণের জন্য এখনই বুক করুন।,Bengali
smish,আপনার ডেবিট কার্ডের পিন রিসেট করতে কল করুন +8801914455667,Bengali
smish,জরুরি বার্তা! আপনার গ্যাস কানেকশন বন্ধ হবে। বিল পরিশোধ: gas-bill-pay.ml,Bengali
smish,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit: https://lnkd.in/gmvCtjH7,Bengali
promo,"৳৩০ ক্যাশব্যাকে পকেট সেভিং- ১২জিবি+২০০মি.@৳১৬৯,৭দিন: cutt.ly/Mw59ykAZ",Bengali
smish,আপনার মোবাইল ব্যালেন্স রিচার্জ করতে এখানে ক্লিক করুন: [securetopup.com/TopupBD],Bengali
promo,"আজই শেষ দিন!৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",Bengali
smish,"প্রিয় গ্রাহক, আপনি ১,০০,০০০ টাকা লোন অনুমোদন পেয়েছেন। টাকা পেতে হলে এখনই আপনার পিন দিন claim-bdloan.com এ।",Bengali
normal,আজকের মিটিং কেমন ছিল?,Bengali
smish,অ্যাপল আইফোন ১২ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801814455667,Bengali
smish,"Hot wallet টোকেন দিয়ে দিয়েছে 1 টোকেন $5.00
যারা অল্প সময়ে বেশি ইনকাম করতে চান, এখনই জয়েন করুণ
Link:
https://t.me/herewalletbot/app?startapp=12940707",Bengali
promo,"শেখ হাসিনা সরকারের সাফল্য:
২০০৮ সালে এক এমবিপিএস ইন্টারনেট ব্যান্ডউদথের মূল্য ছিল ২৭ হাজার টাকা বর্তমানে একদেশ একরেটের আওতায় তা ৬০ টাকায় নির্ধারিত হয়েছে।",Bengali
smish,"দুঃখিত, আমি ভুল করে আপনাকে একটি ৬ সংখ্যার OTP পাঠিয়ে দিয়েছি। আপনি আমাকে OTP-টা ফরওয়ার্ড করতে পারবেন? এখনই দরকার",Bengali
smish,Emergency: আপনার পেনশন একাউন্ট বন্ধ হবে। রিনিউ: pension-renew.cf,Bengali
normal,"গত সপ্তাহে নতুন বই কিনেছিলাম। গল্পটা দারুণ, পড়তে শুরু করতেই ডুবে গেছি।",Bengali
normal,আজকে মা পায়েস বানিয়েছে। চাইলে তুমি এসে খেয়ে যেতে পারো।,Bengali
promo,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১০জিবি+৩০০মি@২৯৬৳,৩০দিন:cutt.ly/QwFwTH3J",Bengali
smish,"বাংলালিংক জানাচ্ছে, আপনার বকেয়া বিল ৫,২০০ টাকা। অবিলম্বে pay-bl24.net এ গিয়ে বিল পরিশোধ করুন, না হলে সেবা বন্ধ করে দেওয়া হবে। এটি একটি চূড়ান্ত সতর্কীকরণ।",Bengali
normal,০১৭৩৮২৯৩৭৬৫ এই নাম্বারে রকেটে টাকা পাঠান।,Bengali
smish,আপনার ইন্টারনেট সংযোগ পুনরায় চালু করতে কল করুন +8801811122334,Bengali
promo,"প্রো-লেভেল ৳১০০ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৩৯৯,৩০দিন cutt.ly/2wQlYv6U",Bengali
promo,Shohoz অ্যাপে আজ টিকিট কিনলে ১০% ছাড়! কোড ব্যবহার করুন: TRAVEL10 এবং নিরাপদ ভ্রমণ উপভোগ করুন।,Bengali
smish,আপনার ব্যাংক একাউন্ট থেকে অজানা লেনদেন হয়েছে। বিস্তারিত জানতে কল করুন +8801914455667,Bengali
smish,Alert: আপনার ইন্টারনেট বিল পেমেন্ট পেন্ডিং। সার্ভিস বন্ধের আগে: pay-now.tk,Bengali
normal,সপ্তাহান্তে বন্ধুদের সঙ্গে পিকনিকে যাব।,Bengali
promo,বিকাশ পেমেন্টে ক্যাশব্যাক! সব শপে ১০% রিওয়ার্ড পান।,Bengali
smish,আপনি একটি জরুরি বার্তা পেয়েছেন। এটি দেখতে এখানে ক্লিক করুন: [urgentmsg.net/MessageBD],Bengali
promo,"GP Pay দিয়ে বিল পরিশোধ করুন আর পান ৫% ক্যাশব্যাক, সর্বোচ্চ ২০০ টাকা পর্যন্ত।",Bengali
smish,"হ্যালো, আমার নাম আলিয়ে। আপনাকে বিরক্ত করার জন্য দুঃখিত। আমি Amazon.com এর মানব সম্পদ বিভাগ থেকে বলছি। আপনার কয়েক মিনিট সময় নিতে পারি কি?

২:৩০ অপরাহ্ন

আমাদের কোম্পানি আপনাকে একটি পার্ট-টাইম কাজ দিতে পেরে আনন্দিত, যা আপনি আপনার ফ্রি সময়ে করতে পারবেন, তাই আমাদের প্রচুর সংখ্যক সহযোগী কর্মী নিয়োগ করতে হবে (কোন ফি এবং কোন ইনভেস্টমেন্ট নেই)। এই কাজটি সহজ এবং নমনীয় এবং আপনার বর্তমান কাজের সাথে কোনভাবেই বাধা দেবে না। পরে আপনি প্রতিদিন মাত্র ৫-১০ মিনিটের মধ্যে সহজেই ৩০০-১২০০ টাকা উপার্জন করতে পারবেন। আপনি কি এই কাজটিতে আগ্রহী?",Bengali
smish,Alert: আপনার ক্রেডিট স্কোর কমে গেছে। চেক করুন: check-score.ga,Bengali
normal,এই যা কোন অন্য জন্য এটির জন্য না কেন সেটি বিশেষ হলো তাই আমি এটি বলতে চাই।,Bengali
smish,"জনাব মাহমুদ, আপনার ব্যাংক অ্যাকাউন্ট হ্যাক হয়েছে। তাৎক্ষণিকভাবে 16216 এ কল করে আপনার অ্যাকাউন্ট নম্বর ও OTP দিন, না হলে পুরো টাকা হারাবেন।",Bengali
normal,গতকাল রাতে সবাই মিলে ফুটবল খেললাম। অনেকদিন পর খেলাটা দারুণ উপভোগ করেছি।,Bengali
promo,GP STAR গ্রাহকরা আজ পাচ্ছেন ৫০০ টাকার শপিং ভাউচার। Daraz-এ ব্যবহার করুন।,Bengali
normal,শুভ লক্ষ্মী পূজা!,Bengali
smish,Lucky Draw: আপনি Suzuki গাড়ি জিতেছেন! নিবন্ধন: car-winner.ml,Bengali
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801918899001,Bengali
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI,Bengali
smish,বাংলালিংক থেকে জরুরি বার্তা: আপনার বকেয়া বিল পরিশোধ না করলে সেবা বন্ধ হবে। এখনই pay-banglalink.net এ যান।,Bengali
normal,"হাই, আমি এখানে।",Bengali
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo,Bengali
normal,"ভাইয়া, আমার ল্যাপটপ হ্যাং করছে। একটু দেখে দিবেন?",Bengali
normal,"কষ্ট পেয়ো না, আমি তোমার সাথে আছি।",Bengali
smish,"আপনার মোবাইল নম্বরটি ১০,০০০ টাকা লটারি জিতেছে! বিস্তারিত জানতে কল করুন +8801712345678",Bengali
normal,তুমি কি থিয়েটারে যাচ্ছো?,Bengali
normal,আমি সকালে বাজারে যাচ্ছি।,Bengali
smish,মাশরাফির সই করা গ্লাভস জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: xini.eu/00Qe,Bengali
smish,"এড ফি লাগবে না। 🎁🎁
প্রতিদিন  $ 1 থেকে  $2 ডলার  ইনকাম করতে পারবেন এছাড়াও আরো ইনকাম আছে যদি কেউ করতে চান ইনবক্সে মেসেজ দেন।",Bengali
smish,ক্যাসিনোতে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ট্রিপ জিতুন! আজই যোগ দিন: smilesvoegol.servebbs.org/voegol.php,Bengali
smish,মাশরাফির সাথে একান্ত সময় কাটানোর সুযোগ পেতে বিপিএলে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe,Bengali
normal,তুমি কি রবিবার ফ্রি আছো? আমরা কনসার্টে যাচ্ছি। চাইলে তুমি আসো।,Bengali
smish,শাকিব আল হাসানের সাথে একান্ত সাক্ষাতের সুযোগ পেতে ক্রিকেটে বাজি ধরুন! ক্লিক করুন: xini.eu/00Qe,Bengali
normal,আজকে অনেকদিন পর এক আত্মীয়ের সাথে দেখা হলো। সবাই আড্ডা দিল।,Bengali
promo,"এয়ারটেলের বিপ্লবী অফার - 'স্মার্ট স্টুডেন্ট প্যাক'! বিশেষভাবে ছাত্র-ছাত্রীদের জন্য ডিজাইন করা এই প্যাকেজে মাত্র ২৪৯ টাকায় পাবেন ২৫ জিবি ইন্টারনেট, সব নেটওয়ার্কে ১৫০ মিনিট কল, এবং ৫০০ SMS। বিশেষ বোনাস হিসেবে পাবেন শিক্ষামূলক অ্যাপ যেমন Khan Academy, Coursera এবং Udemy তে আনলিমিটেড এক্সেস। এছাড়াও রাত ১২টা থেকে ভোর ৬টা পর্যন্ত সব ডেটা ফ্রি। এই অফার শুধুমাত্র স্টুডেন্ট ID কার্ড দেখিয়ে নিতে পারবেন।",Bengali
smish,আপনার পেমেন্টটি প্রক্রিয়া করতে আমাদের আপনার তথ্য প্রয়োজন। এখানে ক্লিক করুন: [paymentverify.com/VerifyBD],Bengali
smish,"PLC,LIMITED.

প্রিয় আবেদনকারী, অভিনন্দন!

আপনার সিভি নির্বাচিত হয়েছে। পজিশনের নাম - কাস্টমার সার্ভিস/ইউনিট ম্যানেজার (ডেভ..) (পার্ট টাইম / ফুল টাইম)। যদি আপনি কাজটিতে আগ্রহী হন তবে অবশ্যই সিভি এবং পাসপোর্ট সাইজের ৪ কপি ছবি নিয়ে আসতে হবে।

কাজের স্থান - আপনি ঢাকা শহরের যেকোনো শাখা অফিস বেছে নিতে পারবেন।

সাক্ষাত্কারের তারিখ - ১৪ নভেম্বর ২০২৩ (১০.০০am - ০৪.০০pm)

যোগাযোগের ঠিকানা - ১৬৬, দিলকুশা, মতিঝিল, ঢাকা ১০০০।

বিস্তারিত জানার জন্য কল করুন: ০১৬১৩৫৮৯১৩৭",Bengali
smish,"৪৯৯ টাকায় জিতুন ১ লাখ টাকা, বিস্তারিত https://laptop.vkrh.top/?ok=PKQMAHca",Bengali
smish,জয় হোক! আপনি ল্যাপটপ জিতেছেন। ক্লেইম: laptop-winner.tk,Bengali
smish,মাশরাফির সাথে ডিনার করার সুযোগ পেতে বিপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,Bengali
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801911011123,Bengali
normal,আমি প্রায় সপ্তাহে একবার মাঠে যায়।,Bengali
smish,আপনার একাউন্ট সুরক্ষিত নয়। ৪০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৭৬৫৪৩২১।,Bengali
normal,হ্যালো!,Bengali
smish,আপনার ইমেইল বাক্সটি পূর্ণ। ক্লিয়ার করতে এখানে ক্লিক করুন: [emailclean.com/ClearBD],Bengali
smish,"ডাচ্-বাংলা ব্যাংক কার্ডে আজ ৮০,০০০ টাকা চার্জ হয়েছে। যদি এটি আপনার না হয়, cancel করতে dbbl-alerts.org ভিজিট করুন।",Bengali
promo,Daraz Mall-এর সব পণ্যে ফ্রি ডেলিভারি। অফার ৩ দিন চলবে।,Bengali
normal,"চাচী, আজ আপনার সাথে অনেক ভালো সময় কাটলো। ধন্যবাদ।",Bengali
promo,"Grameenphone Flexiplan-এ আজ সব প্যাকে ২৫% ডিসকাউন্ট। নিজের পছন্দমত মিনিট, এসএমএস ও ডেটা বানান এখনই।",Bengali
normal,আমার বাড়ির আশেপাশে ফুল ফোটে আছে।,Bengali
normal,তুমি কি খেলাধুলা করছো?,Bengali
promo,"মহান বিজয় দিবসে সবাইকে জানাই শুভেচ্ছা।  
দিলীপ কুমার আগরওয়ালা",Bengali
promo,Banglalink গ্রাহকরা ১০০ টাকা রিচার্জে ১০০ এসএমএস ফ্রি পাবেন।,Bengali
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801715455567,Bengali
smish,আপনার Robi নম্বরে অবৈধ কার্যকলাপ শনাক্ত হয়েছে। ২৪ ঘণ্টার মধ্যে details জমা দিন robisafeupdate.org এ।,Bengali
promo,অনলাইনে কোর্স করুন! IT স্কিল ডেভেলপমেন্টে ৬০% ছাড়। এনরোল করুন।,Bengali
smish,জনতা ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://t.me/JanataUpdateBot5,Bengali
promo,মেন্সওয়ার্ল্ড বসুন্ধরাসিটি নতুন শাখার উদ্বোধনে ফ্লাট৩০%ছাড়!cutt.ly/fmw,Bengali
smish,"আপনার ক্রেডিট কার্ডটি আপডেট করুন, না হলে এটি বন্ধ হয়ে যাবে। এখানে ক্লিক করুন: [creditsecure.com/UpdateBD]",Bengali
smish,আপনার Robi SIM বন্ধ হয়ে যাবে যদি সাথে সাথে robicare-safe.net এ লগইন না করেন। যাচাইয়ের জন্য মোবাইল OTP দিন।,Bengali
promo,মাসিক গ্রোসারি কিনুন। সব পণ্যে ২০% পর্যন্ত ছাড়। আজই অর্ডার।,Bengali
normal,কঠোর পরিশ্রমই সাফল্যের চাবিকাঠি।,Bengali
promo,ডিজিটাল গ্যাজেটের উপর ১৫% ডিসকাউন্ট! আজই কেনাকাটা করুন এবং বোনাস পান।,Bengali
smish,"প্রিয় শিক্ষার্থী! Coronavirus এর কারণে তোমাদের উপবৃত্তির ৪,২০০ টাকা দেওয়া হচ্ছে। টাকা গ্রহনের জন্য নিম্নোক্ত শিক্ষাবোর্ডের নম্বরে যোগাযোগ করুন।
মোবাঃ 01813849152,
যোগাযোগের সময় সকাল 10 টা রাত 7:30 টা পযন্ত বি:দ্র: একটা বিকাশ নাম্বার নিয়ে ফোন দিতে হবে",Bengali
smish,আপনার ব্যাংক একাউন্ট ভেরিফাই করতে কল করুন +8801812233445,Bengali
smish,আপনার একাউন্ট ব্লক হয়ে যাবে। যোগাযোগ করুন ০১৭৮৯৭৬৫৪৩২১।,Bengali
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। এখনই যোগ দিন: promusic.co/components/interbank.com/,Bengali
normal,"চাচা, আজ জুম্মার নামাজ পড়ে আসলাম। আপনি গেছেন?",Bengali
normal,"শুভ রাত্রি, ভালো থেকো!",Bengali
normal,"মামা, আগামীকাল আমাদের পারিবারিক অনুষ্ঠান। সময়মতো আসবেন।",Bengali
smish,আপনার বিকাশ অ্যাকাউন্ট আপডেট করা প্রয়োজন। পরিষেবা বিঘ্ন এড়াতে আপনার অ্যাকাউন্ট নম্বর এবং পিন 016xxxxxxxx এ পাঠান।,Bengali
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801814344356,Bengali
smish,মাশরাফির সাথে ফ্রি ডিনার করার সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: promusic.co/components/interbank.com/,Bengali
normal,"নানা, আপনার ঔষধের সময় হয়েছে। খেতে ভুলবেন না।",Bengali
smish,আপনার পেন্ডিং বিলটি পেমেন্ট করুন এবং অবিলম্বে যোগাযোগ করুন +8801812345678,Bengali
normal,আজকে তোমার দিন কেমন কাটছে?,Bengali
normal,কি খবর তোমার?,Bengali
promo,ফ্ল্যাট ১০% ছাড় সারা স্টোরে। কোড: FLAT10. শুধুমাত্র অনলাইনে।,Bengali
promo,"নগদে পেমেন্ট করুন, পাবেন ১০% ক্যাশব্যাক! সর্বোচ্চ ১০০০ টাকা পর্যন্ত।",Bengali
smish,বাংলাদেশ জাতীয় লটারি থেকে অভিনন্দন! আপনি ২ লক্ষ টাকা জিতেছেন। দাবি করতে natlottery@cash-bd.org এ আপনার নাম্বার পাঠান।,Bengali
normal,কাল রাতে কি করেছো?,Bengali
promo,GP Music App সাবস্ক্রিপশন মাত্র ২০ টাকা প্রতি সপ্তাহে। আপনার প্রিয় গান শুনুন অফলাইনে। সক্রিয় করতে ডায়াল করুন *121*5*1#।,Bengali
promo,GP App দিয়ে বিল পরিশোধ করলে পাচ্ছেন ১০% ইনস্ট্যান্ট ক্যাশব্যাক। অফার বৈধ মাসের শেষ পর্যন্ত।,Bengali
normal,০১৭২৯১৭২৯৪৯ এই নাম্বারে রকেটে টাকা পাঠান।,Bengali
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।,Bengali
smish,আপনার মোবাইল নম্বরটি আইফোন জিতেছে! পুরস্কার পেতে কল করুন +8801813344556,Bengali
normal,"আপনার একাউন্ট থেকে ২০০০/- টাকা কাটা হয়েছে, বিস্তারিত জানতে কল করুন।",Bengali
smish,"আজই বেটিং শুরু করুন এবং ২০,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন: smilesvoegol.servebbs.org/voegol.php",Bengali
smish,মেধাবী ছাত্রছাত্রীদের জন্য শিক্ষাবৃত্তির সুবিধা ও অভিজ্ঞ ডাক্তারের সাথে সরাসরি ফ্রি পরামর্শসহ বছরে ৳১৯০০০০ হেলথ কভারেজের সাথে হেলথ প্লাসের অন্যান্ন সুবিধা পেতে START RP লিখে পাঠিয়ে দিন 28477.,Bengali
normal,বিদ্যালয়ের বই পড়া খুব পছন্দ।,Bengali
smish,ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন! একটি ক্লিকে বিস্তারিত জানুন: https://refer.mslgames.com/YfrcqEcoToos53HN7,Bengali
normal,আজকে অফিসে প্রচুর কাজ ছিল। বস বারবার রিপোর্ট চাইছিলেন। তবে টিমওয়ার্ক ভালো হওয়ায় শেষ করতে পেরেছি।,Bengali
normal,তোমার প্রিয় গান কোনটা?,Bengali
smish,"২০,০০০ টাকা বিনিয়োগে ৬০,০০০ টাকা পান! কল করুন: +8801714344456",Bengali
normal,আমি নিজের প্রেমের মধ্যে আছি বলতে পারি।,Bengali
smish,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebookprofile.com/UpdateBD],Bengali
promo,শাহী বাজারে বিশাল ছাড়! সব গহনায় ৩০% পর্যন্ত কমতি। আজই আসুন।,Bengali
smish,"বাংলালিংক গ্রাহক, আপনার সিম ব্লক করা হবে যদি ২৪ ঘণ্টার মধ্যে তথ্য যাচাই না করেন। এখনই ভিজিট করুন verify-banglalink.net এবং NID আপলোড করুন।",Bengali
normal,তোমার প্রিয় জায়গা কোথায়?,Bengali
smish,জয়! আপনি BMW গাড়ি জিতেছেন লটারিতে। নিবন্ধন: bmw-winner.ml,Bengali
smish,মাশরাফির সাথে ডিনার করার সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: promusic.co/components/interbank.com/,Bengali
promo,আজ Daraz অ্যাপে ইলেকট্রনিক্স প্রোডাক্টে ২৫% ছাড়। কোড: TECH25 ব্যবহার করুন এবং আজই অর্ডার করুন।,Bengali
smish,"প্রতি রেফারে 75 টাকা সর্বনিম্ন 500 টাকা উইথড্র করতে পারবেন। 

https://t.me/Referincomebd4536_bot?start=r07921710994",Bengali
promo,গ্রামীণফোন মেগা অফার! আনলিমিটেড টক টাইম ৩০দিন মাত্র ৪৯৯ টাকা।,Bengali
normal,"খালা, আজ আপনার ছেলের বিয়ের দাওয়াত। কয়টায় যেতে হবে?",Bengali
normal,আজ রাতে বাংলাদেশ আর শ্রীলঙ্কার ম্যাচ আছে। একসাথে বসে দেখবো নাকি?,Bengali
normal,আমি একটি নতুন কাজ শুরু করতে চাই।,Bengali
normal," তাওহীদ হলো সমস্ত দোয়া, সমস্ত কান্নাকাটি, সাহায্য চেয়ে সমস্ত আবেদন, সমস্ত আশা এবং সকল কল্যাণের আগমন ও সকল ক্ষতি নিবারণের জন্য প্রার্থনা অন্য কেউ নয় বরং কেবলই আল্লাহর উদ্দেশ্যে হতে হবে। - [ইমাম মুহাম্মাদ আলী আশ-শাওকানী (আল দূর আল-নাদিদ)]",Bengali
smish,"ক্যাসিনোতে বাজি ধরুন এবং ১০,০০০ টাকা ক্যাশব্যাক জিতুন! শুরু করুন: xini.eu/00Qe",Bengali
promo,"পূর্বাচলের এশিয়ান হাইওয়ে সংলগ্ন পরিকল্পিত শহর ""নাভানা হাইল্যন্ডে"" এ বিনিয়োগ করুন।উঁচু ও লাল মাটি।রয়েছে কিস্তির সুবিধা – ০১৭০৮৪৬৬৪৭১",Bengali
smish,প্রিয় গ্রাহক আপনার নাম্বারের ১০ জিবি ইন্টারনেট এবং ১০০ মিনিট ফ্রি পেতে নিচের লিংকে ক্লিক করুন,Bengali
smish,আপনার GP FlexiPlan অফার বাতিল করা হয়েছে। পুনরায় সক্রিয় করতে এখনই gp-bonus24.com ভিজিট করুন এবং কার্ড তথ্য প্রদান করুন।,Bengali
