label,text,source,has_url,label_id,text_original,text_normalized,urls,url_count,url_count.1,url_total_length,url_max_length,url_digit_count,url_dot_count,url_hyphen_count,url_slash_count,url_has_https,url_has_ip,url_has_at,url_is_shortened,text_for_model,character_length,url_count.2,url_total_length.1,url_max_length.1,url_digit_count.1,url_dot_count.1,url_hyphen_count.1,url_slash_count.1,url_has_https.1,url_has_ip.1,url_has_at.1,url_is_shortened.1,url_count,url_total_length,url_max_length,url_digit_count,url_dot_count,url_hyphen_count,url_slash_count,url_has_https,url_has_ip,url_has_at,url_is_shortened,text_unicode,text_clean,phone_count,has_phone,digit_count,number_count,has_digits,char_count,word_count,exclamation_count,question_count,comma_count,dot_count,colon_count,special_char_count,currency_count,has_currency,security_keyword_count,has_security_keyword,bangla_char_count,english_char_count,bangla_ratio,english_ratio,has_bangla,has_english
smish,গুরুত্বপূর্ণ: আপনার জন্মনিবন্ধন সার্টিফিকেট আপডেট। এখনই: update-birth-cert.cf,Bengali,1,2,গুরুত্বপূর্ণ: আপনার জন্মনিবন্ধন সার্টিফিকেট আপডেট। এখনই: update-birth-cert.cf,গুরুত্বপূর্ণ: আপনার জন্মনিবন্ধন সার্টিফিকেট আপডেট। এখনই: update-birth-cert.cf,['update-birth-cert.cf'],1,1,20,20,0,1,2,0,0,0,0,0,গুরুত্বপূর্ণ: আপনার জন্মনিবন্ধন সার্টিফিকেট আপডেট। এখনই:  [URL] ,64,1,20,20,0,1,2,0,0,0,0,0,1,20,20,0,1,2,0,0,0,0,0,গুরুত্বপূর্ণ: আপনার জন্মনিবন্ধন সার্টিফিকেট আপডেট। এখনই: update-birth-cert.cf,গুরুত্বপূর্ণ: আপনার জন্মনিবন্ধন সার্টিফিকেট আপডেট। এখনই: update-birth-cert.cf,0,0,0,0,0,77,7,0,0,0,1,2,21,0,0,0,0,48,17,0.7384615384615385,0.26153846153846155,1,1
promo,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন: cutt.ly/FwQhpKHc",Bengali,1,1,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন: cutt.ly/FwQhpKHc","২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন: cutt.ly/FwQhpKHc",['cutt.ly/FwQhpKHc'],1,1,16,16,0,1,0,1,0,0,0,1,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন:  [URL] ",61,1,16,16,0,1,0,1,0,0,0,1,1,16,16,0,1,0,1,0,0,0,1,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন: cutt.ly/FwQhpKHc","২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন: cutt.ly/FwQhpKHc",0,0,14,5,1,70,7,0,0,1,1,1,20,2,1,0,0,44,14,0.7586206896551724,0.2413793103448276,1,1
normal,"হাই, আমি এখানে।",Bengali,0,0,"হাই, আমি এখানে।","হাই, আমি এখানে।",[],0,0,0,0,0,0,0,0,0,0,0,0,"হাই, আমি এখানে।",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"হাই, আমি এখানে।","হাই, আমি এখানে।",0,0,0,0,0,15,3,0,0,1,0,0,6,0,0,0,0,11,0,1.0,0.0,1,0
smish,আপনার টেলিফোন বিল ৩ মাস বকেয়া। লাইন কাটা হবে: pay-phone.cf,Bengali,1,2,আপনার টেলিফোন বিল ৩ মাস বকেয়া। লাইন কাটা হবে: pay-phone.cf,আপনার টেলিফোন বিল ৩ মাস বকেয়া। লাইন কাটা হবে: pay-phone.cf,['pay-phone.cf'],1,1,12,12,0,1,1,0,0,0,0,0,আপনার টেলিফোন বিল ৩ মাস বকেয়া। লাইন কাটা হবে:  [URL] ,54,1,12,12,0,1,1,0,0,0,0,0,1,12,12,0,1,1,0,0,0,0,0,আপনার টেলিফোন বিল ৩ মাস বকেয়া। লাইন কাটা হবে: pay-phone.cf,আপনার টেলিফোন বিল ৩ মাস বকেয়া। লাইন কাটা হবে: pay-phone.cf,0,0,1,1,1,59,10,0,0,0,1,1,17,0,0,0,0,36,10,0.782608695652174,0.21739130434782608,1,1
smish,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,Bengali,1,2,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,['cutt.ly/U6zMFGQ'],1,1,15,15,1,1,0,1,0,0,0,1,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ:  [URL] ,54,1,15,15,1,1,0,1,0,0,0,1,1,15,15,1,1,0,1,0,0,0,1,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,0,0,5,2,1,62,9,0,0,0,1,1,16,1,1,0,0,28,15,0.6511627906976745,0.3488372093023256,1,1
smish,জরুরী ! আমাদের অ্যাপল অ্যাকাউন্টধারীর সাথে যোগাযোগ করতে হবে। আপনি যদি এই অ্যাকাউন্টটি পরিচালনা করেন তবে বার্তাটি পেতে আপনার পরিচয় যাচাই করুন৷,Bengali,0,2,জরুরী ! আমাদের অ্যাপল অ্যাকাউন্টধারীর সাথে যোগাযোগ করতে হবে। আপনি যদি এই অ্যাকাউন্টটি পরিচালনা করেন তবে বার্তাটি পেতে আপনার পরিচয় যাচাই করুন৷,জরুরী ! আমাদের অ্যাপল অ্যাকাউন্টধারীর সাথে যোগাযোগ করতে হবে। আপনি যদি এই অ্যাকাউন্টটি পরিচালনা করেন তবে বার্তাটি পেতে আপনার পরিচয় যাচাই করুন।,[],0,0,0,0,0,0,0,0,0,0,0,0,জরুরী ! আমাদের অ্যাপল অ্যাকাউন্টধারীর সাথে যোগাযোগ করতে হবে। আপনি যদি এই অ্যাকাউন্টটি পরিচালনা করেন তবে বার্তাটি পেতে আপনার পরিচয় যাচাই করুন।,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,জরুরী ! আমাদের অ্যাপল অ্যাকাউন্টধারীর সাথে যোগাযোগ করতে হবে। আপনি যদি এই অ্যাকাউন্টটি পরিচালনা করেন তবে বার্তাটি পেতে আপনার পরিচয় যাচাই করুন৷,জরুরী ! আমাদের অ্যাপল অ্যাকাউন্টধারীর সাথে যোগাযোগ করতে হবে। আপনি যদি এই অ্যাকাউন্টটি পরিচালনা করেন তবে বার্তাটি পেতে আপনার পরিচয় যাচাই করুন৷,0,0,0,0,0,142,22,1,0,0,0,0,45,0,0,2,1,119,0,1.0,0.0,1,0
smish,"আপনার রবি সিম থেকে অজানা নাম্বারে ২,৫০০ টাকা পাঠানো হয়েছে। বাতিল করতে robirefund24.me এ ক্লিক করে OTP দিন।",Bengali,1,2,"আপনার রবি সিম থেকে অজানা নাম্বারে ২,৫০০ টাকা পাঠানো হয়েছে। বাতিল করতে robirefund24.me এ ক্লিক করে OTP দিন।","আপনার রবি সিম থেকে অজানা নাম্বারে ২,৫০০ টাকা পাঠানো হয়েছে। বাতিল করতে robirefund24.me এ ক্লিক করে OTP দিন।",['robirefund24.me'],1,1,15,15,2,1,0,0,0,0,0,0,"আপনার রবি সিম থেকে অজানা নাম্বারে ২,৫০০ টাকা পাঠানো হয়েছে। বাতিল করতে  [URL]  এ ক্লিক করে OTP দিন।",99,1,15,15,2,1,0,0,0,0,0,0,1,15,15,2,1,0,0,0,0,0,0,"আপনার রবি সিম থেকে অজানা নাম্বারে ২,৫০০ টাকা পাঠানো হয়েছে। বাতিল করতে robirefund24.me এ ক্লিক করে OTP দিন।","আপনার রবি সিম থেকে অজানা নাম্বারে ২,৫০০ টাকা পাঠানো হয়েছে। বাতিল করতে robirefund24.me এ ক্লিক করে OTP দিন।",0,0,6,2,1,107,18,0,0,1,1,0,30,1,1,1,1,69,15,0.8214285714285714,0.17857142857142858,1,1
promo,“০৫ মে আন্তর্জাতিক মিডওয়াইফ দিবস। এবারের প্রতিপাদ্য-তথ্য থেকে বাস্তবেঃ সকল মিডওয়াইফ এক সাথে।”,Bengali,0,1,“০৫ মে আন্তর্জাতিক মিডওয়াইফ দিবস। এবারের প্রতিপাদ্য-তথ্য থেকে বাস্তবেঃ সকল মিডওয়াইফ এক সাথে।”,"""০৫ মে আন্তর্জাতিক মিডওয়াইফ দিবস। এবারের প্রতিপাদ্য-তথ্য থেকে বাস্তবেঃ সকল মিডওয়াইফ এক সাথে।""",[],0,0,0,0,0,0,0,0,0,0,0,0,"""০৫ মে আন্তর্জাতিক মিডওয়াইফ দিবস। এবারের প্রতিপাদ্য-তথ্য থেকে বাস্তবেঃ সকল মিডওয়াইফ এক সাথে।""",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“০৫ মে আন্তর্জাতিক মিডওয়াইফ দিবস। এবারের প্রতিপাদ্য-তথ্য থেকে বাস্তবেঃ সকল মিডওয়াইফ এক সাথে।”,“০৫ মে আন্তর্জাতিক মিডওয়াইফ দিবস। এবারের প্রতিপাদ্য-তথ্য থেকে বাস্তবেঃ সকল মিডওয়াইফ এক সাথে।”,0,0,2,1,1,95,13,0,0,0,0,0,32,0,0,0,0,78,0,1.0,0.0,1,0
promo,GP STAR গ্রাহকরা আজ পাচ্ছেন ৫০০ টাকার শপিং ভাউচার। Daraz-এ ব্যবহার করুন।,Bengali,0,1,GP STAR গ্রাহকরা আজ পাচ্ছেন ৫০০ টাকার শপিং ভাউচার। Daraz-এ ব্যবহার করুন।,GP STAR গ্রাহকরা আজ পাচ্ছেন ৫০০ টাকার শপিং ভাউচার। Daraz-এ ব্যবহার করুন।,[],0,0,0,0,0,0,0,0,0,0,0,0,GP STAR গ্রাহকরা আজ পাচ্ছেন ৫০০ টাকার শপিং ভাউচার। Daraz-এ ব্যবহার করুন।,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GP STAR গ্রাহকরা আজ পাচ্ছেন ৫০০ টাকার শপিং ভাউচার। Daraz-এ ব্যবহার করুন।,GP STAR গ্রাহকরা আজ পাচ্ছেন ৫০০ টাকার শপিং ভাউচার। Daraz-এ ব্যবহার করুন।,0,0,3,1,1,72,12,0,0,0,0,0,18,1,1,0,0,47,11,0.8103448275862069,0.1896551724137931,1,1
smish,শুধু মোবাইল থাকলে আপনিও পারবেন মাসে কমপক্ষে ১৫০০০-২০০০০ টাকা আয় করতে। বিস্তারিত জানতে ০১৭৮৩৬২৭২৮৪,Bengali,0,2,শুধু মোবাইল থাকলে আপনিও পারবেন মাসে কমপক্ষে ১৫০০০-২০০০০ টাকা আয় করতে। বিস্তারিত জানতে ০১৭৮৩৬২৭২৮৪,শুধু মোবাইল থাকলে আপনিও পারবেন মাসে কমপক্ষে ১৫০০০-২০০০০ টাকা আয় করতে। বিস্তারিত জানতে ০১৭৮৩৬২৭২৮৪,[],0,0,0,0,0,0,0,0,0,0,0,0,শুধু মোবাইল থাকলে আপনিও পারবেন মাসে কমপক্ষে ১৫০০০-২০০০০ টাকা আয় করতে। বিস্তারিত জানতে ০১৭৮৩৬২৭২৮৪,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,শুধু মোবাইল থাকলে আপনিও পারবেন মাসে কমপক্ষে ১৫০০০-২০০০০ টাকা আয় করতে। বিস্তারিত জানতে ০১৭৮৩৬২৭২৮৪,শুধু মোবাইল থাকলে আপনিও পারবেন মাসে কমপক্ষে ১৫০০০-২০০০০ টাকা আয় করতে। বিস্তারিত জানতে ০১৭৮৩৬২৭২৮৪,0,0,21,3,1,98,14,0,0,0,0,0,25,1,1,0,0,83,0,1.0,0.0,1,0
promo,"জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳",Bengali,0,1,"জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳",জানুয়ারী-২৪ রিচার্জ:0৳ খরচ: ডেটা:0৳ ভয়েস:23৳ অন্যান্য:1৳,[],0,0,0,0,0,0,0,0,0,0,0,0,জানুয়ারী-২৪ রিচার্জ:0৳ খরচ: ডেটা:0৳ ভয়েস:23৳ অন্যান্য:1৳,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳",জানুয়ারী-২৪ রিচার্জ:0৳ খরচ: ডেটা:0৳ ভয়েস:23৳ অন্যান্য:1৳,0,0,7,5,1,58,6,0,0,0,0,5,25,4,1,0,0,42,0,1.0,0.0,1,0
normal,"০১৯২৭২৮৩৭৬৫ এই নাম্বারে বিকাশ করুন, দ্রুত।",Bengali,0,0,"০১৯২৭২৮৩৭৬৫ এই নাম্বারে বিকাশ করুন, দ্রুত।","০১৯২৭২৮৩৭৬৫ এই নাম্বারে বিকাশ করুন, দ্রুত।",[],0,0,0,0,0,0,0,0,0,0,0,0,"০১৯২৭২৮৩৭৬৫ এই নাম্বারে বিকাশ করুন, দ্রুত।",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"০১৯২৭২৮৩৭৬৫ এই নাম্বারে বিকাশ করুন, দ্রুত।","০১৯২৭২৮৩৭৬৫ এই নাম্বারে বিকাশ করুন, দ্রুত।",0,0,11,1,1,42,6,0,0,1,0,0,11,0,0,0,0,35,0,1.0,0.0,1,0
normal,আজ দুপুরে অফিসে প্রচুর চাপ ছিল। বস আবার নতুন প্রজেক্ট নিয়ে মিটিং ডাকলো।,Bengali,0,0,আজ দুপুরে অফিসে প্রচুর চাপ ছিল। বস আবার নতুন প্রজেক্ট নিয়ে মিটিং ডাকলো।,আজ দুপুরে অফিসে প্রচুর চাপ ছিল। বস আবার নতুন প্রজেক্ট নিয়ে মিটিং ডাকলো।,[],0,0,0,0,0,0,0,0,0,0,0,0,আজ দুপুরে অফিসে প্রচুর চাপ ছিল। বস আবার নতুন প্রজেক্ট নিয়ে মিটিং ডাকলো।,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,আজ দুপুরে অফিসে প্রচুর চাপ ছিল। বস আবার নতুন প্রজেক্ট নিয়ে মিটিং ডাকলো।,আজ দুপুরে অফিসে প্রচুর চাপ ছিল। বস আবার নতুন প্রজেক্ট নিয়ে মিটিং ডাকলো।,0,0,0,0,0,72,13,0,0,0,0,0,24,0,0,0,0,58,0,1.0,0.0,1,0
smish,Alert! আপনার জব বেনিফিট একাউন্ট সাসপেন্ড। রিঅ্যাক্টিভেট: reactivate-account.cf,Bengali,1,2,Alert! আপনার জব বেনিফিট একাউন্ট সাসপেন্ড। রিঅ্যাক্টিভেট: reactivate-account.cf,Alert! আপনার জব বেনিফিট একাউন্ট সাসপেন্ড। রিঅ্যাক্টিভেট: reactivate-account.cf,['reactivate-account.cf'],1,1,21,21,0,1,1,0,0,0,0,0,Alert! আপনার জব বেনিফিট একাউন্ট সাসপেন্ড। রিঅ্যাক্টিভেট:  [URL] ,64,1,21,21,0,1,1,0,0,0,0,0,1,21,21,0,1,1,0,0,0,0,0,Alert! আপনার জব বেনিফিট একাউন্ট সাসপেন্ড। রিঅ্যাক্টিভেট: reactivate-account.cf,Alert! আপনার জব বেনিফিট একাউন্ট সাসপেন্ড। রিঅ্যাক্টিভেট: reactivate-account.cf,0,0,0,0,0,78,8,1,0,0,1,1,20,0,0,1,1,42,24,0.6363636363636364,0.36363636363636365,1,1
smish,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit: https://lnkd.in/gmvCtjH7,Bengali,1,2,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit: https://lnkd.in/gmvCtjH7,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit: https://lnkd.in/gmvCtjH7,['https://lnkd.in/gmvCtjH7'],1,1,24,24,1,1,0,3,1,0,0,0,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit:  [URL] ,263,1,24,24,1,1,0,3,1,0,0,0,1,24,24,1,1,0,3,1,0,0,0,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit: https://lnkd.in/gmvCtjH7,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit: https://lnkd.in/gmvCtjH7,0,0,6,6,1,280,50,0,1,0,6,2,85,3,1,0,0,190,23,0.892018779342723,0.107981220657277,1,1
promo,নতুন গ্রাহকদের জন্য বিশেষ! ইন্টারনেট কানেকশনে ৩ মাস ফ্রি।,Bengali,0,1,নতুন গ্রাহকদের জন্য বিশেষ! ইন্টারনেট কানেকশনে ৩ মাস ফ্রি।,নতুন গ্রাহকদের জন্য বিশেষ! ইন্টারনেট কানেকশনে ৩ মাস ফ্রি।,[],0,0,0,0,0,0,0,0,0,0,0,0,নতুন গ্রাহকদের জন্য বিশেষ! ইন্টারনেট কানেকশনে ৩ মাস ফ্রি।,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,নতুন গ্রাহকদের জন্য বিশেষ! ইন্টারনেট কানেকশনে ৩ মাস ফ্রি।,নতুন গ্রাহকদের জন্য বিশেষ! ইন্টারনেট কানেকশনে ৩ মাস ফ্রি।,0,0,1,1,1,57,9,1,0,0,0,0,18,0,0,0,0,47,0,1.0,0.0,1,0
smish,আপনার মোবাইল নম্বরটি হাই-এন্ড ল্যাপটপ জিতেছে! পুরস্কার পেতে কল করুন +8801819900012,Bengali,0,2,আপনার মোবাইল নম্বরটি হাই-এন্ড ল্যাপটপ জিতেছে! পুরস্কার পেতে কল করুন +8801819900012,আপনার মোবাইল নম্বরটি হাই-এন্ড ল্যাপটপ জিতেছে! পুরস্কার পেতে কল করুন +8801819900012,[],0,0,0,0,0,0,0,0,0,0,0,0,আপনার মোবাইল নম্বরটি হাই-এন্ড ল্যাপটপ জিতেছে! পুরস্কার পেতে কল করুন +8801819900012,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,আপনার মোবাইল নম্বরটি হাই-এন্ড ল্যাপটপ জিতেছে! পুরস্কার পেতে কল করুন +8801819900012,আপনার মোবাইল নম্বরটি হাই-এন্ড ল্যাপটপ জিতেছে! পুরস্কার পেতে কল করুন +8801819900012,1,1,13,1,1,82,11,1,0,0,0,0,21,0,0,0,0,56,0,1.0,0.0,1,0
smish,আপনার একাউন্ট হ্যাক হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৬৫৪৩২।,Bengali,0,2,আপনার একাউন্ট হ্যাক হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৬৫৪৩২।,আপনার একাউন্ট হ্যাক হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৬৫৪৩২।,[],0,0,0,0,0,0,0,0,0,0,0,0,আপনার একাউন্ট হ্যাক হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৬৫৪৩২।,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,আপনার একাউন্ট হ্যাক হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৬৫৪৩২।,আপনার একাউন্ট হ্যাক হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৬৫৪৩২।,0,0,14,2,1,76,12,0,0,0,0,1,21,1,1,0,0,62,0,1.0,0.0,1,0
smish,বিপিএল বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। ক্লিক করুন: super1000.info/docs,Bengali,1,2,বিপিএল বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। ক্লিক করুন: super1000.info/docs,বিপিএল বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। ক্লিক করুন: super1000.info/docs,['super1000.info/docs'],1,1,19,19,4,1,0,1,0,0,0,0,বিপিএল বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। ক্লিক করুন:  [URL] ,75,1,19,19,4,1,0,1,0,0,0,0,1,19,19,4,1,0,1,0,0,0,0,বিপিএল বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। ক্লিক করুন: super1000.info/docs,বিপিএল বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। ক্লিক করুন: super1000.info/docs,0,0,5,2,1,87,14,0,0,0,1,1,23,0,0,0,0,53,13,0.803030303030303,0.19696969696969696,1,1
normal,"আপু, বাজার থেকে দুধ আনতে ভুলো না। রাতে পায়েস বানাবো।",Bengali,0,0,"আপু, বাজার থেকে দুধ আনতে ভুলো না। রাতে পায়েস বানাবো।","আপু, বাজার থেকে দুধ আনতে ভুলো না। রাতে পায়েস বানাবো।",[],0,0,0,0,0,0,0,0,0,0,0,0,"আপু, বাজার থেকে দুধ আনতে ভুলো না। রাতে পায়েস বানাবো।",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"আপু, বাজার থেকে দুধ আনতে ভুলো না। রাতে পায়েস বানাবো।","আপু, বাজার থেকে দুধ আনতে ভুলো না। রাতে পায়েস বানাবো।",0,0,0,0,0,53,10,0,0,1,0,0,21,0,0,0,0,41,0,1.0,0.0,1,0
normal,"চাচী, আপনার মেয়ের বিবাহের প্রস্তুতি কেমন? কিছু সাহায্য লাগবে?",Bengali,0,0,"চাচী, আপনার মেয়ের বিবাহের প্রস্তুতি কেমন? কিছু সাহায্য লাগবে?","চাচী, আপনার মেয়ের বিবাহের প্রস্তুতি কেমন? কিছু সাহায্য লাগবে?",[],0,0,0,0,0,0,0,0,0,0,0,0,"চাচী, আপনার মেয়ের বিবাহের প্রস্তুতি কেমন? কিছু সাহায্য লাগবে?",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"চাচী, আপনার মেয়ের বিবাহের প্রস্তুতি কেমন? কিছু সাহায্য লাগবে?","চাচী, আপনার মেয়ের বিবাহের প্রস্তুতি কেমন? কিছু সাহায্য লাগবে?",0,0,0,0,0,62,9,0,2,1,0,0,24,0,0,0,0,51,0,1.0,0.0,1,0
normal,আজ দুপুরে হঠাৎ বন্ধুর ফোন পেলাম। অনেকদিন পর কথা হলো। জীবনের অনেক নতুন খবর শেয়ার করলো।,Bengali,0,0,আজ দুপুরে হঠাৎ বন্ধুর ফোন পেলাম। অনেকদিন পর কথা হলো। জীবনের অনেক নতুন খবর শেয়ার করলো।,আজ দুপুরে হঠাৎ বন্ধুর ফোন পেলাম। অনেকদিন পর কথা হলো। জীবনের অনেক নতুন খবর শেয়ার করলো।,[],0,0,0,0,0,0,0,0,0,0,0,0,আজ দুপুরে হঠাৎ বন্ধুর ফোন পেলাম। অনেকদিন পর কথা হলো। জীবনের অনেক নতুন খবর শেয়ার করলো।,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,আজ দুপুরে হঠাৎ বন্ধুর ফোন পেলাম। অনেকদিন পর কথা হলো। জীবনের অনেক নতুন খবর শেয়ার করলো।,আজ দুপুরে হঠাৎ বন্ধুর ফোন পেলাম। অনেকদিন পর কথা হলো। জীবনের অনেক নতুন খবর শেয়ার করলো।,0,0,0,0,0,86,16,0,0,0,0,0,24,0,0,0,0,68,0,1.0,0.0,1,0
smish,বিপিএল বাজি ধরুন এবং একটি ফ্রি ঘড়ি জিতুন। এখনই ক্লিক করুন: smilesvoegol.servebbs.org/voegol.php,Bengali,1,2,বিপিএল বাজি ধরুন এবং একটি ফ্রি ঘড়ি জিতুন। এখনই ক্লিক করুন: smilesvoegol.servebbs.org/voegol.php,বিপিএল বাজি ধরুন এবং একটি ফ্রি ঘড়ি জিতুন। এখনই ক্লিক করুন: smilesvoegol.servebbs.org/voegol.php,['smilesvoegol.servebbs.org/voegol.php'],1,1,36,36,0,3,0,1,0,0,0,0,বিপিএল বাজি ধরুন এবং একটি ফ্রি ঘড়ি জিতুন। এখনই ক্লিক করুন:  [URL] ,67,1,36,36,0,3,0,1,0,0,0,0,1,36,36,0,3,0,1,0,0,0,0,বিপিএল বাজি ধরুন এবং একটি ফ্রি ঘড়ি জিতুন। এখনই ক্লিক করুন: smilesvoegol.servebbs.org/voegol.php,বিপিএল বাজি ধরুন এবং একটি ফ্রি ঘড়ি জিতুন। এখনই ক্লিক করুন: smilesvoegol.servebbs.org/voegol.php,0,0,0,0,0,96,12,0,0,0,3,1,22,0,0,0,0,47,32,0.5949367088607594,0.4050632911392405,1,1
